,userID,tag,tag_num,content,date,year,label,gender_female,gender_lgbt,pubertal_development,sexual_harrasment,appearance_object,appearance_animal,attitude,shame,mother,label_ver2
2395,gameking16,推,2,這種操作方式真的跟對岸如出一徹，綠,12/02,2021,0,0,0,0,0,0,0,0,1,0,0
2396,BaRanKa,→,0,也不算多鳥仔腳吧就細 沒啥肌肉操感,10/15,2021,2,0,0,1,0,0,1,1,1,0,2
2397,cerpherus,→,0, 所以被你貼標籤,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2398,fcz973,推,2,大腿比腰粗嗎,03/17,2022,1,0,0,1,0,0,0,1,0,0,1
2399,DOOHDLIHC,推,2,小均，下次回文記得別引用留言,12/04,2022,0,0,0,0,0,0,0,0,0,0,0
2400,bingreen,推,2,柮肥最近都被介紹龍妹，唉…,04/22,2022,1,0,0,0,0,0,1,1,0,0,1
2401,soarling,噓,1,說個笑話 司法改革 我幹林良,12/11,2021,0,0,0,0,1,0,0,0,1,0,0
2402,snow3804,→,0,英國會跌,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2403,fattor,推,2,他還是說對一件事 民進黨敗類真多,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2404,serendipity,→,0,      不要矮醜禿窮肥宅台男,09/28,2021,1,0,0,0,0,0,0,1,0,0,1
2405,minimio,推,2,推,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2406,Joanna,推,2,你小孩未來要養很多老人還要面對天價房價,12/07,2021,0,0,0,0,0,0,0,1,0,0,0
2407,ho83leo,推,2,矮不要胖，基本上都還有市場,05/01,2022,1,0,0,0,0,0,0,1,0,0,1
2408,facebcck,推,2,幹 笑死,12/06,2021,0,0,0,0,1,0,0,0,1,0,0
2409,scum5566,→,0,沒奶子還看個屁啊 滾,03/15,2022,0,0,0,1,0,0,0,0,0,1,0
2410,leohayashi1,→,0,不是你的29歲龍妹Irene,08/17,2022,1,0,0,0,0,0,1,0,0,0,1
2411,PompelmousJ,噓,1,靠杯 死肥豬,05/07,2022,1,0,0,0,0,0,1,1,1,0,1
2412,FoxtailMille,→,0,場責任最大，再來是管理人,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2413,milkBK,→,0,平常都會放肥婆不是嗎,11/10,2021,1,0,0,0,0,0,0,1,0,0,1
2414,gay7788,→,0,肥宅呼吸就會胖,05/03,2022,1,0,0,0,0,0,0,1,0,0,1
2415,open123,推,2,說個笑話：DPP不熟,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2416,nptrj,推,2,太胖吧 肥宅肚耶,01/09,2022,1,0,0,1,0,0,0,1,0,0,1
2417,poqwiuer,噓,1,有個瘦皮猴拿槍就把館長打趴在地上,09/16,2021,2,0,0,0,0,0,1,0,0,0,2
2418,gay7788,→,0,尻一槍默哀一分鐘,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2419,MintSu,→,0,沒想到俄羅斯有可可樹,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
2420,hw102050,推,2,塔綠斑就是故意要把每個柯文哲的,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2421,isuy,→,0,噓進基因體中心的人=>進中研院的人,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2422,belucky,推,2,那就不要追龍妹  追龍弟,12/02,2022,1,0,0,0,0,0,1,0,0,0,1
2423,momo1244,→,0,沒有胖/醜的人 只有懶惰的人,07/17,2022,1,0,0,0,0,0,0,1,0,0,1
2424,rafe,噓,1,跟林網軍一卦的,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2425,king22649,→,0,人,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
2426,linyap,推,2,宅宅如我都被龍妹喊東踏取密惹 羨慕啊,11/08,2022,1,0,0,0,0,0,1,0,0,0,1
2427,milkjoker,推,2,錢,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
2428,kennyhen,推,2,媽的比金小胖還瘋,02/27,2022,0,0,0,0,0,0,0,0,1,0,0
2429,love0504,→,0,這又是哪部糞作啦,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2430,k5a,推,2,有情有義 人又聰明有謀略 口才台風頗有水準,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2431,zszsdd,→,0,只不過是只蟑螂，沒金主支持，他們其實沒,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2432,syntax123,→,0,上個客人的老痰,12/06,2021,0,0,0,0,0,0,0,1,0,0,0
2433,zukidelko,推,2,「抗中保台」,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2434,david12763,→,0,排骨台女不太好看其實，雖然真D瘦,07/20,2022,2,0,0,0,1,1,0,0,0,0,2
2435,sam690718,推,2,肥婆,03/18,2022,1,0,0,0,0,0,0,1,0,0,1
2436,asd0952,推,2,塔綠班要來進攻了,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
2437,yuhancheng19,推,2,上新聞了 催票王,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2438,vow70,→,0,懶人包，一個當臥底想陰死柯的蟑螂還在柯的,12/04,2021,0,0,0,0,0,0,0,0,1,0,0
2439,RogueOne,→,0,黨…。,06/06,2021,0,0,0,0,0,0,0,0,0,0,0
2440,OPPAISuki,→,0,左邊那個好可愛 但太瘦了吧 沒奶,05/22,2022,2,0,0,0,0,0,0,0,0,0,2
2441,Balboa,推,2,為什麼綠畜一直跳針 吃民主肉圓的副作用嗎,12/07,2021,0,0,0,0,0,0,1,1,0,0,0
2442,duelaylomo,推,2,你機車要違停大富翁擋到路我汽車就一,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
2443,inoopp,推,2,暖,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
2444,gay7788,→,0,肥宅這麼乖，都沒人選，可憐,12/06,2021,0,0,0,0,0,0,0,1,0,0,0
2445,arcc,→,0,"肥婆不算,整形怪也不算,最好有這麼多喇",03/28,2022,1,0,0,0,0,0,0,1,0,0,1
2446,atir43,推,2,這是殺人罪了吧！連踹頭,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2447,lolo0129,推,2,共產主義發揚人,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
2448,vow70,→,0,他之前被檢察官談約時都承認自己又肥又醜了,08/29,2022,1,0,0,0,0,0,0,1,0,0,1
2449,polostar,→,0,塔綠班派系內鬥 有人要弄新潮流啦,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
2450,antiall,推,2,肚子肉擠出來了,10/07,2021,0,0,0,1,0,0,0,1,0,0,0
2451,StopSign5566,推,2,龍妹臉超臭 以為到了夜店就會有人貼,05/03,2022,1,0,0,1,0,0,1,1,0,0,1
2452,medama,→,0,你這樣政問了 快點刪掉,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2453,kevin1221,推,2,看臉，醜的肥的你一定覺得臭,04/05,2022,1,0,0,1,0,0,0,1,0,0,1
2454,wonder007,推,2,可憐 肥宅之恥 胖又吃不多,11/22,2021,1,0,0,0,0,0,0,1,0,0,1
2455,coffee112,→,0,大家乾脆別去投算了 嘻嘻,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2456,Marty,推,2,塔綠三寶 XDDD,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2457,kawazakiz2,→,0,他們會森77說變成瘦皮猴就有腹肌啦,04/12,2022,2,0,0,0,0,0,1,0,0,0,2
2458,oXnXo,推,2,他腿好粗喔...對了原PO有點矮,07/18,2011,1,0,0,1,0,0,0,1,0,0,1
2459,demetrylin,推,2,國民黨還有沒有人才？難怪民進黨那麼,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2460,pptsuck,推,2,靠腰太粗暴了啦....,01/17,2022,0,0,0,1,0,0,0,1,0,0,0
2461,Sipaloy,→,0,寫起來卻屁話一堆...,12/03,2021,0,0,0,1,0,0,0,0,0,0,0
2462,skygray2,→,0,KMT真的很會打自己人，笑死,12/13,2021,0,0,0,0,0,0,0,0,1,0,0
2463,zaqimon,→,0,國防部認證肥宅因為他太胖不用當兵,10/27,2021,1,0,0,0,0,0,0,1,0,0,1
2464,arceus,→,0,兩面手法 跟中國說台灣是國家,12/08,2021,0,0,0,1,0,0,0,0,0,0,0
2465,tello,噓,1,那種叫帥？ 審美觀....,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2466,olalo,推,2,每天這樣騎車上下學，腿不粗才奇怪,11/23,2021,0,0,0,1,0,0,0,1,0,0,0
2467,kauosong,推,2,膝蓋瘀青算嗎？,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
2468,tomaschang,推,2,正...但腿粗了點,10/10,2022,1,0,0,1,0,0,0,1,0,0,1
2469,Asato163,推,2,結衣太瘦了，顴骨明顯。,07/04,2022,0,0,0,0,0,1,0,0,0,0,0
2470,basslife,噓,1,連我爸媽都知道是這個周末,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2471,eddy9616,推,2,你可以找龍妹啊,12/15,2021,1,0,0,0,0,0,1,0,0,0,1
2472,whitelady,→,0, ＝＝  一個人很有錢但醜又肥，我生理,03/17,2022,1,0,0,0,0,0,0,1,0,0,1
2473,requan,噓,1,水逆不是肥婆神棍的老招嗎？妳誰啊？,09/03,2022,1,0,0,0,0,1,0,1,0,0,1
2474,qoo60606,推,2,world wide web,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
2475,Yude0109,噓,1,你講的那些名額很少 沒搶到就只能來台灣,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2476,ha0118,推,2,肥美肚肚<3,06/20,2022,0,0,0,1,0,0,0,1,0,0,0
2477,eipduolc,推,2,不管怎樣，都是好人，只要不是他殺的,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2478,KYOROD,推,2,龍妹真的完全沒報導 好慘,06/30,2015,1,0,0,0,0,0,1,0,0,0,1
2479,louis5265,→,0,腿粗的喜歡穿黑絲高跟，像滷豬腳,10/15,2022,1,0,0,1,0,0,1,1,0,0,1
2480,vltw5v,→,0,正妹的話不聽，難道要聽龍妹的？,10/12,2021,1,0,0,0,0,0,1,0,0,0,1
2481,sellgd,→,0,我也是點這麼多 老闆說:你紙片人就吃這點?,09/25,2021,2,0,0,0,0,1,0,1,0,0,2
2482,karmel,→,0,房價一定是因素之一是肯定的,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2483,ymib,推,2,8000滾動愛滋數椅子肥豬比較噁心,04/11,2022,1,0,0,0,0,0,1,1,0,1,1
2484,doveplus,→,0,一堆東西不能洗最悲劇,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2485,illreal,→,0,扁奶腿粗還像個男的,10/15,2021,2,0,0,1,0,0,0,1,0,0,2
2486,stormNEW,→,0,不好找了,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2487,okichan,推,2,那是鳥仔腳吧嘔嘔嘔嘔嘔,01/04,2022,2,0,0,1,0,0,1,1,0,0,2
2488,nikewang,→,0,肥婆,01/24,2022,1,0,0,0,0,0,0,1,0,0,1
2489,doro0202,推,2,你怎不想想 就是因為你都看龍妹愛看龍妹,08/30,2022,1,0,0,0,0,0,1,0,0,0,1
2490,KCKCLIN,噓,1,死胖子幹,01/25,2022,1,0,0,0,1,0,0,1,1,0,1
2491,i5lo,推,2,各種廢到笑的劇情 + 狂砍狂殺尿尿,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2492,JimmyBlue,推,2,看成本肥婆.....,05/27,2022,0,0,0,0,0,0,0,1,0,0,0
2493,vicious666,→,0,花博要走很久，你今年七十歲嗎？,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
2494,samuelass,噓,1,老妹沒臉沒奶 唱歌又沒技巧難聽 只剩舔,09/18,2022,2,0,0,1,0,0,0,1,0,0,2
2495,GalLe5566,推,2,這個可以有 這樣看起來好長喔 肥肚肚都不見了,04/29,2017,1,0,0,1,0,0,0,1,0,0,1
2496,love0504,→,0,那邊很多龍妹 不過有些天價把人當盤子==,04/10,2022,1,0,0,0,0,1,1,0,0,0,1
2497,duelaylomo,推,2,肯定會查到中國網軍、柯布林網軍，然,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2498,tigerface,→,0,的大人了，我女友就是這種，瘦不拉機是,11/26,2021,2,0,0,0,0,0,0,0,0,0,2
2499,good90150,→,0,現實就是：幹怎麼變肥婆了,10/10,2022,1,0,0,0,1,0,0,1,1,0,1
2500,a2881105,→,0,組的很可悲ㄟ,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2501,Ariettina,推,2,反正有小粉綠會信,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2502,hackfox,噓,1,與其看阿姨，不如看惡魔旅館的龍妹,09/03,2022,1,0,0,0,0,0,1,0,0,0,1
2503,fuyu1112,推,2,島主我記得是說他爸跟小段很熟,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
2504,bestshow,噓,1,又胖又醜,09/25,2022,1,0,0,0,0,0,0,1,0,0,1
2505,lucifiel1618,→,0,先加密個三十年再說,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2506,kurtc,推,2,阿勞光加班費就飛天了啦 真以為人家賺很少,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2507,psykl,→,0,靠關係的紅肥貓老屁股之得意忘形級教科書?,05/31,2022,0,0,0,1,0,0,0,1,0,0,0
2508,GGrunrundela,噓,1,情都一樣 ㄏ,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2509,s72005ming,→,0,誰知道身邊美女結婚後變成肥婆？,04/22,2022,1,0,0,0,0,0,0,1,0,0,1
2510,boshion,噓,1,46身，腿粗。通常會用有在健身導致腿粗,03/19,2022,1,0,0,1,0,0,0,1,0,0,1
2511,marknm,推,2,笑死，果然花式,12/12,2021,0,0,0,0,0,0,0,0,1,0,0
2512,james732,→,0,五樓矮胖臭肥宅有夠噁心,11/24,2022,1,0,0,0,0,0,0,1,0,0,1
2513,jwansn,推,2,所以我只投給電的，幾個同意都是假議題,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2514,vow70,→,0,DPP初選賴清德都認證，要蔡總統的網軍收手,12/08,2021,0,0,0,1,0,0,0,0,0,0,0
2515,ayeae,推,2,我不是肥宅 只是胖和油膩而已,03/03,2022,1,0,0,0,0,0,0,1,0,0,1
2516,musicaledio,噓,1,我是來看肥婆龍獸的，你貼女神幹嘛,01/05,2022,1,0,0,0,1,0,1,1,0,0,1
2517,x7834210,→,0,傻孩子這種腿才好用 鳥仔腳 都骨頭撞到,09/11,2022,2,0,0,1,0,1,1,0,0,0,2
2518,bcza245682,→,0,摩擦生電？,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2519,a810086,推,2,台男胖子太多了…而且髮型都很醜,02/05,2022,1,0,0,0,0,0,0,1,0,0,1
2520,taiwaneye,噓,1,字啦,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2521,ssisters,推,2,真的耶 洗白共諜太可恨,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
2522,PeaceBoy,噓,1,差點就妥協了 但是無腦還是不行,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2523,fox1234,噓,1,笑我又肥又醜又魯,12/30,2021,1,0,0,0,0,0,0,1,0,0,1
2524,newlly,噓,1,社會安全網 幹,12/03,2021,0,0,0,0,1,0,0,0,1,0,0
2525,gaym19,→,0,有十億誰要難搞扁奶怪,01/06,2022,2,0,0,0,0,0,0,1,0,0,2
2526,andytaso,→,0,肥宅刺才醜,09/14,2021,1,0,0,0,0,0,0,1,0,0,1
2527,XDDDpupu5566,推,2,我講話也是這樣，真的，愛ㄘ屎就去,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2528,lockeyman,→,0,綠綠相愛相殺，只有苦無看不見,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2529,morris,→,0,這個胖子的餿主意真他媽的多,07/10,2022,1,0,0,0,0,0,0,1,1,0,1
2530,ralfeistein,推,2,肥宅跳舞很好笑阿 何況是靈活的胖子,02/02,2022,1,0,0,0,0,0,0,1,0,0,1
2531,Balboa,噓,1,最可悲就是那群自願幫塔綠班維穩的,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2532,oliver81405,→,0,垃圾死肥豬,11/24,2006,1,0,0,0,0,0,1,1,1,0,1
2533,Jaygo5566,推,2,我也知聽過一個很愛滾動的死胖子,07/27,2022,1,0,0,0,0,0,0,1,1,1,1
2534,showdoggy,推,2,五樓死肥豬 180公斤,11/09,2021,1,0,0,0,0,0,1,1,1,0,1
2535,awaro,推,2,鬥不過別人就找人幫忙 操 沒奶子!!,04/18,2008,1,0,0,0,0,0,0,0,1,0,1
2536,i689tw,噓,1,肥婆,04/17,2022,1,0,0,0,0,0,0,1,0,0,1
2537,ko1,推,2,台灣要靠這種小孩來救 塔綠班只會拖垮台灣,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2538,haw561676,推,2,ㄏ，史上最爛,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
2539,oyui111,推,2,"當然要集一身精華,矮禿肥窮醜魯宅",08/27,2021,1,0,0,0,0,0,0,1,0,0,1
2540,trywish,→,0,去打個靶就好。你說有問題？沒，都肥肚肚,04/03,2022,0,0,0,1,0,0,0,1,0,0,0
2541,akino911911,→,0,堆醜肥宅，韓國家暴仔臉雖然醜，但,04/03,2022,1,0,0,1,0,0,0,1,0,0,1
2542,Doub1eK,→,0,台女普遍扁奶 台北就一堆又瘦奶又大,04/04,2022,2,0,0,0,1,0,0,1,0,0,2
2543,clippershi,噓,1,留言一堆也不知道有沒有國小畢業 可悲,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2544,RiverMan1,推,2,自證「 又胖又醜」,08/29,2022,1,0,0,0,0,0,0,1,0,0,1
2545,MUSHERS,→,0,垃圾左膠 資方走狗,12/04,2021,0,0,0,0,0,0,1,0,1,0,0
2546,KITAN,推,2,肥豬燦該死,09/10,2021,1,0,0,0,0,0,1,1,1,0,1
2547,conanhide,→,0,"笑總統有啥, 當蔡英文是皇帝喔",12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2548,PCC2003,推,2,又肥又醜,11/23,2022,1,0,0,0,0,0,0,1,0,0,1
2549,Usayhiisayha,噓,1,太胖了吧 你胖的像豬,06/30,2022,1,0,0,0,0,0,1,1,0,0,1
2550,alexqwer,推,2,低能父母 低能飼主 兩個都過失致死,12/06,2021,0,0,0,0,0,0,0,1,1,0,0
2551,rcro,→,0,很有可能啊 安安瘦到像一個骷髏一樣…,11/09,2022,2,0,0,0,0,1,0,0,0,0,2
2552,HcrnyDragen,推,2,不就肥宅版的你媽真胖,12/04,2021,1,0,0,0,0,0,0,1,0,0,1
2553,highyes,噓,1,紅個懶覺  只是智障而已,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
2554,john43,→,0,旁邊那瘦皮猴比較搶眼,10/05,2021,2,0,0,0,0,0,1,0,0,0,2
2555,cheng95314,推,2,4個同意哈哈,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
2556,hfptt,→,0,你台灣自願慰安婦是歷史明確記載，不容狡辯,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2557,financial911,推,2,亞太最好賣遠傳,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2558,slimu0001,推,2,蔡易餘你這隻死肥豬要不要回去教召啊,03/24,2022,1,0,0,0,0,0,1,1,1,0,1
2559,yuyi0504,推,2, 恐怖肥婆阿桑,05/22,2022,1,0,0,0,0,0,0,1,0,0,1
2560,linbsing,推,2,不夠不夠 沒提神經病 別說你跟的上台灣,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2561,sendicmimic,→,0,比特犬界定為兇猛犬類很多國家禁養,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2562,iwilltry,→,0,死肥豬少將,08/26,2022,1,0,0,0,0,0,1,1,1,0,1
2563,AustinRivers,→,0,反觀,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2564,zzzprince,推,2,我有預料到但我就是為了看肥婆進來的,01/19,2022,1,0,0,0,0,0,0,1,0,0,1
2565,IamLittleJJ,推,2,四個同意制裁拉基塔綠班,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2566,bow76,噓,1,這樣就算性騷？說男生胖的醜女更多吧,06/02,2022,1,0,0,0,0,0,0,1,0,0,1
2567,cookiecloud,→,0,奶子越大越好，扁奶滾啦幹,07/20,2022,1,0,0,0,1,0,0,1,1,1,1
2568,franck,推,2,因為人都肥宅阿  你有看過胖殭屍嗎?,10/30,2022,1,0,0,0,0,0,0,1,0,0,1
2569,touurtn,噓,1,笑死 連龍妹都不要得咖,10/16,2021,1,0,0,0,0,0,1,0,1,0,1
2570,xxx5566xxx,→,0,奇異博士二裡面小奶肥婆跟女巫的差別,05/06,2022,1,0,0,0,0,0,0,1,0,0,1
2571,s130350,→,0,胖的醜的你確定想看？,07/21,2022,1,0,0,0,0,0,0,1,0,0,1
2572,polinamayer,推,2,肥腿想抓,07/25,2022,1,0,0,1,0,0,0,1,0,0,1
2573,coffee112,→,0,有次跟朋友去吃飯 剛好看到朋友的朋友,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2574,trylin,推,2,吃雞排配珍奶也會變肥變醜,10/17,2021,1,0,0,0,0,0,0,1,0,0,1
2575,bruce511239,→,0,那三張都沒奶子,08/30,2021,2,0,0,0,0,0,0,0,0,0,2
2576,touchbird,→,0,一堆肥婆,03/23,2022,1,0,0,0,0,0,0,1,0,0,1
2577,icanfi,→,0,國外夜店保全不是瘦皮猴欸,11/12,2021,2,0,0,0,0,0,1,0,0,0,2
2578,brabra,→,0,當恐慌宅幹麻？當然是上街看恐龍妹啊～,08/08,2022,1,0,0,0,1,0,1,0,1,0,1
2579,Mahakala,→,0,把他跟王美花交換啦，反正沒差,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
2580,cs09312,噓,1,紙片人要怎麼上節目 ==,10/29,2022,2,0,0,0,0,1,0,0,0,0,2
2581,Mapodoufu,推,2,民進黨執政 有選民變聰明是不被允許的,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
2582,hihappy,→,0,現在是只要發文就是網軍喔？！,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
2583,endlesskarma,噓,1,衝流量，龍妹也得寫正妺,06/06,2022,1,0,0,0,0,0,1,0,0,0,1
2584,yg19891201,推,2,好險我表妹堂妹都是龍妹 ㄏㄏ,02/06,2022,1,0,0,0,0,0,1,0,0,0,1
2585,youkisushe,→,0,四軍統帥蔡英文,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2586,truewell,→,0,"尤其變胖或變瘦時,刺青也會變型,變醜",10/17,2022,1,0,0,0,0,0,0,1,0,0,1
2587,jokerpok,噓,1,160,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2588,maximu,推,2,騙神仔表示：,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2589,garyrush,推,2,不愧是台灣民眾黨的創始人,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2590,purine5566,推,2,圖是龍妹耶,04/24,2022,1,0,0,0,0,0,1,0,0,0,1
2591,cfetan,推,2,楊縣長支持竹竹苗合併，是格局，是高度，,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2592,biofarlos,推,2,找恐龍妹啊 厚片女孩 二婚女,10/02,2022,1,0,0,0,0,0,1,1,0,0,1
2593,areong,推,2,四個同意,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2594,FarkU,→,0,太醜沒有下次又不想給醜肥宅錯誤訊號,06/04,2022,1,0,0,0,0,0,0,1,0,0,1
2595,verydolungbe,→,0,但是龍妹 你要嗎？,01/31,2022,1,0,0,0,0,0,1,0,0,0,1
2596,sharline1013,→,0,另外買烘碗機，搭配起來蠻好用的，,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2597,ayumi067,推,2,散播假訊息不能告 推文一堆搞不懂言論自,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
2598,dknymaster,推,2,樞秘史,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2599,nikewang,→,0,肥婆那麼油 你敢點?,02/22,2022,1,0,0,0,0,0,0,1,0,0,1
2600,seuil,→,0,主要是看臉 醜=肥婆 正=肉肉最高,08/29,2022,1,0,0,1,0,0,0,1,0,0,1
2601,mrniceguy,→,0,18年蔡聲望最低時開始有人說要關PTT，,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
2602,asdfg4862,推,2,整個台灣都嘛半斤八兩 都些B級的東西,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2603,morris9795,噓,1,肥婆當部長比較驚悚吧,10/26,2022,1,0,0,0,0,0,0,1,0,0,1
2604,joshddd,噓,1,我自己又肥又醜 女的陪住 你說我要拒絕,10/08,2021,4,0,0,0,0,0,0,1,0,0,0
2605,koyo017,推,2,錢印那麼多 怎麼跌,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2606,zeroyaking,→,0,楓最近太可怕 瘦到見骨,09/20,2021,0,0,0,0,0,1,0,0,0,0,0
2607,wacoal,→,0,V連後面是不是大叔肥婆都不知道,12/09,2021,1,0,0,0,0,0,0,1,0,0,1
2608,straxus,→,0,值高,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
2609,Magic0312,噓,1,哪裡找這種又醜又肥的貓,03/17,2022,1,0,0,0,0,0,0,1,0,0,1
2610,david190,推,2,這可以拉 行軍主要是用走的不是用跑的,12/09,2021,0,0,0,0,0,0,0,0,0,1,0
2611,vdml,→,0,切掉也只是肥宅變龍妹而已,12/28,2021,1,0,0,0,0,0,1,1,0,0,1
2612,bingripplw,噓,1,鳥仔腳 爛,07/31,2022,2,0,0,1,0,0,1,0,0,0,2
2613,st86188go,推,2,水噢 又可以教訓柯文哲了,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
2614,amury,→,0,而且俄軍俘虜除了軍官，每個都瘦巴巴...,09/23,2022,0,0,0,0,0,0,0,0,0,0,0
2615,kerorobear,推,2,沒奶子片超難看 都是普遍級小孩看的,11/14,2021,0,0,0,0,0,0,0,0,0,0,0
2616,locdan,→,0,學一下，肥減一下，不會太醜,06/16,2022,2,0,0,0,0,0,0,1,0,0,2
2617,MicroB,推,2,老大這綽號蠻常用的吧? XD 不過詹這回答,12/05,2021,0,0,0,0,0,0,0,1,0,0,0
2618,soyghcg,→,0,全台多少殭屍農地放在那長草,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
2619,rock0747,推,2,大哥是對的,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2620,HardenJames,推,2,4%平常嘴人網軍很大聲，自己被抓到就,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
2621,older,推,2,死肥豬~滿腦肥腸的~一看就知沒什料,01/07,2016,1,0,0,0,0,0,1,1,1,0,1
2622,sandar,推,2,加油,12/07,2021,0,0,0,0,0,0,0,1,0,0,0
2623,aether982,推,2,綠色陣是健康的顏色,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
2624,iamrw,→,0,醜男肥宅噴在好的香水都沒用 嘻嘻,05/20,2022,1,0,0,0,0,0,0,1,0,0,1
2625,chunfo,→,0,廢的國中富二代同學如今也美國名校畢業,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
2626,simoncage,→,0,房東您好,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
2627,an1235,推,2,印度神童 台灣肥婆,10/18,2021,1,0,0,0,0,0,0,1,0,0,1
2628,idlewolf,推,2,幹 死胖子還怕人講喔,06/11,2022,1,0,0,0,1,0,0,1,1,0,1
2629,linfon00,→,0,",腿粗就很難藏了",10/08,2021,1,0,0,1,0,0,0,1,0,0,1
2630,Qoofate,推,2,大胖妹  噁心,11/19,2022,1,0,0,0,0,0,0,1,0,0,1
